gpsDate,latitude,longitude,Power_Mode,Fuel_Consum,GD_Engine_Temp,Steering_Angle_Speed,Transmission_Type,Vehicle_Speed,Engine_Speed,Brake_Control_Volume,Radar_Cruise_State,Streering_Angle_Degree,Odometer_Reading,Hood_Courtesy,Passenger_AC_Value,Driver_AC_Value,Fuel_Gauge,Rear_Fog_Light,Front_Fog_Light,Lounge_Illum_Light,Front_Dome_Light,Slide_Roof,Passenger_Window_State,RR_Window_State,Driver_Window_State,RL_Window_State,AccelFB,AccelLR,Inlet_Switch_Indicator,AC_Blower_Level,WhilteLine_Left,LKA_Steering_Support,WhilteLine_Right
2017-03-08T00:00:10,36.002296,-106.0633464,0,0.6645,93,0.732,1,30.93185795,1316.40625,0,1,1.5,1291,0,69,69,,,,,,,,,,,0.21533,0.03585,,,1,0,1
2017-03-08T00:00:11,36.0021745,-106.0633008,0,0.709,93,1.22,1,31.46002346,1310.15625,0,1,1.5,1291,,,,,,,,,,,,,,,,,,1,0,1
2017-03-08T00:00:12,36.0020508,-106.0632552,,0.1205,93,1.22,1,30.96914022,1296.09375,0,1,3,,,,,,,,,,,,,,,-0.3948,-0.00004,,,,,
2017-03-08T00:00:13,36.0019271,-106.0632096,0,0,93,2.196,1,30.23592221,1259.375,0,1,7.5,1291,,,,,,,,,,,,,,-0.35891,-0.25127,,,1,0,1
2017-03-08T00:00:14,36.0018034,-106.0631662,0,0,92.5,2.44,1,29.32250656,1225.78125,0.46,1,9,1291,,,,,0,0,,,,,,,,,,,,1,0,1
2017-03-08T00:00:15,36.0016819,-106.063125,0,0,92.5,2.44,1,27.01721944,1108.59375,0.82,1,9,,,,,,,,1,0,,,,,,-1.29205,-0.32305,,,2,0,2
2017-03-08T00:00:16,36.0015625,-106.0630881,0,0,92.5,2.684,1,23.83579893,985.9375,1.14,1,10.5,1291,,69,69,,,,,,,,,,,-1.57917,-0.35894,,,2,0,2
2017-03-08T00:00:17,36.0014518,-106.0630577,0,0,92,2.684,1,19.92116042,1005.46875,1.18,1,10.5,1291,,,,,,,,,,,,,,,,,,,,
2017-03-08T00:00:18,36.0013542,-106.063036,0,0.2335,92,2.44,1,16.28613895,957.8125,1.16,1,10.5,,,,,,,,,,,,,,,-1.8304,-0.32305,,,2,0,2
2017-03-08T00:00:19,36.0012695,-106.0630208,0,0.276,91.5,1.708,1,13.07364988,973.4375,0.98,1,9,1291,,,,,,,,,,,,,,-1.39972,-0.00004,,,2,0,2
2017-03-08T00:00:20,36.0012001,-106.06301,0,0.2355,91.5,1.464,1,10.30854808,860.9375,0.62,1,9,1291,0,,,,,,,,,,,,,,,,,2,0,2
2017-03-08T00:00:21,36.0011458,-106.0630035,0,0.225,,1.464,1,9.649894615,807.8125,0,1,9,,,,,220,,,,,,,,,,0.07177,-0.00004,,,2,0,2
2017-03-08T00:00:22,36.0011024,-106.0629991,0,0.231,91.5,1.464,1,9.053378271,769.53125,0.64,1,9,1291,,69,69,,,,,,,,,,,-0.93315,0.07174,,,2,0,2
2017-03-08T00:00:23,36.0010612,-106.0629948,,0.219,91,1.22,1,6.468474111,675.78125,0.98,1,9,1291,,,,,,,,,,,,,,,,,,,,
2017-03-08T00:00:24,36.0010265,-106.0629905,0,0.21,91,0.976,1,3.249771335,632.03125,1.04,1,9,,,,,,,,,,,,,,,-1.72273,0.10763,,,2,0,2
2017-03-08T00:00:25,36.0009983,-106.0629883,0,0.242,91,0.732,1,0,677.34375,0.82,1,9,1291,,,,,0,0,,,,,,,,,,,,2,0,2
2017-03-08T00:00:26,36.0009831,-106.0629883,0,0.217,91,0.732,1,0,665.625,0.88,1,9,,,,,,,,1,0,,,,,,-0.00001,0.17941,,,2,0,2
2017-03-08T00:00:27,36.0009809,-106.0629861,,0.2075,91,0.732,1,0,651.5625,1.34,1,9,1291,,,,,,,,,,,,,,,,,,2,0,2
2017-03-08T00:00:28,36.0009809,-106.0629861,0,0.1965,91,0.732,1,0,647.65625,1.38,1,9,1291,,69,69,,,,,,,,,,,-0.0359,0.14352,,,2,0,2
2017-03-08T00:00:29,36.0009831,-106.0629861,0,0.197,91,0.732,1,0,651.5625,1.5,1,9,1291,,,,,,,,,,,,,,-0.0359,0.14352,,,2,0,2
2017-03-08T00:00:30,36.0009831,-106.0629861,0,0.209,91,0.732,1,0,653.125,1.5,1,9,,,,,,,,,,,,,,,-0.00001,0.17941,,,2,0,2
2017-03-08T00:00:31,36.0009831,-106.0629839,0,0.1965,91,0.732,1,0,650.78125,1.5,1,9,1291,0,,,,,,,,,,,,,,,,,2,0,2
2017-03-08T00:00:32,36.0009831,-106.0629818,0,0.196,91,0.732,1,0,642.96875,1.5,1,9,,,,,,,,,,,,,,,-0.00001,0.17941,,,2,0,2
2017-03-08T00:00:33,36.0009852,-106.0629796,0,0.1845,91,0.732,1,0,639.0625,1.52,1,9,1291,,69,69,,,,,,,,,,,-0.0359,0.14352,,,2,0,2
2017-03-08T00:00:34,36.0009852,-106.0629796,0,0.1975,91,0.732,1,0,649.21875,1.52,1,9,1291,,,,,,,,,,,,,,,,,,,,
2017-03-08T00:00:35,36.0009852,-106.0629796,0,0.197,91,0.732,1,0,653.125,1.52,1,9,,,,,,0,0,,,,,,,,-0.0359,0.14352,,,2,0,2
2017-03-08T00:00:36,36.0009874,-106.0629774,0,0.1955,91,0.732,1,0,650.78125,1.54,1,9,1291,,,,,,,1,0,,,,,,-0.0359,0.14352,,,2,0,2
2017-03-08T00:00:37,36.0009874,-106.0629774,0,0.209,91,0.732,1,0,650,1.54,1,9,1291,,,,,,,,,,,,,,,,,,,,
2017-03-08T00:00:38,36.0009874,-106.0629753,0,0.1965,91,0.732,1,0,646.09375,0,1,9,,,,,,,,,,,,,,,0.35889,0.17941,,,2,0,2
2017-03-08T00:00:39,36.0009874,-106.0629753,0,0.19,91,0.732,1,0.83885111,661.71875,0,1,9,1291,,69,69,,,,,,,,,,,0.35889,0.17941,,,2,0,2
2017-03-08T00:00:40,36.0009874,-106.0629753,0,0.3805,91,0.976,1,2.622186431,1002.34375,0,1,9,,,,,,,,,,,,,,,,,,,,,
2017-03-08T00:00:41,36.0009831,-106.0629753,0,0.7375,91,1.22,1,5.381074525,1467.96875,0,1,9,1291,,,,220,,,,,,,,,,1.61504,0.14352,,,2,0,2
2017-03-08T00:00:42,36.0009744,-106.0629731,0,1.0185,91,1.22,1,8.668128132,1811.71875,0,1,9,1291,0,,,,,,,,,,,,,,,,,2,0,2
2017-03-08T00:00:43,36.0009527,-106.0629731,0,1.409,91,1.952,1,11.91789947,1528.90625,0,1,10.5,,,,,,,,,,,,,,,1.65093,0.10763,,,2,0,2
2017-03-08T00:00:44,36.000918,-106.0629709,,1.364,91,1.952,1,15.24223535,1663.28125,0,1,9,1291,,69,69,,,,,,,,,,,1.57915,-0.10771,,,2,0,2
2017-03-08T00:00:45,36.0008702,-106.0629709,0,0.8555,,1.708,1,16.84537302,1756.25,0,1,7.5,1291,,,,,,,,,,,,,,,,,,2,0,2
2017-03-08T00:00:46,36.0008095,-106.0629709,0,0.71,90.5,1.708,1,18.00112344,1251.5625,0,1,7.5,1291,,,,,0,0,,,,,,,,0.35889,-0.03593,,,2,0,2
2017-03-08T00:00:47,36.00074,-106.0629731,0,0.688,90.5,1.952,1,18.94560765,1325,0,1,7.5,,,,,,,,1,0,,,,,,0.61012,-0.00004,,,2,0,2
2017-03-08T00:00:48,36.0006684,-106.0629753,0,0.7995,90,2.196,1,20.41204366,1405.46875,0,1,7.5,1291,,,,,,,,,,,,,,,,,,2,0,2
2017-03-08T00:00:49,36.0005924,-106.0629818,0,1.2295,90.5,2.196,1,22.19537899,1625,0,1,9,,,69,69,,,,,,,,,,,1.00491,-0.03593,,,2,0,2
2017-03-08T00:00:50,36.0005122,-106.0629883,0,1.408,90.5,2.44,1,24.53794838,1742.96875,0,1,9,1291,,,,,,,,,,,,,,0.96902,-0.21538,,,2,0,2
2017-03-08T00:00:51,36.0004232,-106.0630013,0,1.569,90.5,3.172,1,26.6319693,1842.1875,0,1,12,1291,,,,,,,,,,,,,,,,,,2,0,2
2017-03-08T00:00:52,36.0003234,-106.0630165,0,0.7975,90.5,2.684,1,27.36518731,1625,0,1,9,,0,,,,,,,,,,,,,0.10766,-0.10771,,,2,0,2
2017-03-08T00:00:53,36.0002192,-106.0630382,,0.481,91,2.44,1,27.43975185,1472.65625,0,1,7.5,1291,,,,,,,,,,,,,,-0.0359,-0.21538,,,2,0,2
2017-03-08T00:00:54,36.0001085,-106.0630642,0,0.404,91,1.464,1,27.36518731,1174.21875,0,1,4.5,1291,,,,,,,,,,,,,,,,,,2,0,2
2017-03-08T00:00:55,36,-106.0630968,0,0.3765,91,1.22,1,27.29683647,1142.1875,0,1,4.5,,,69,69,,,,,,,,,,,-0.00001,-0.07182,,,2,0,2
2017-03-08T00:00:56,35.9998937,-106.0631293,0,0.528,91,0.976,1,27.40246958,1150,0,1,3,1291,,,,,0,0,,,,,,,,0.03588,0.03585,,,2,0,2
2017-03-08T00:00:57,35.9997873,-106.0631619,0,0.6195,91.5,0.976,1,27.85607055,1167.1875,0,1,1.5,1291,,,,,,,1,0,,,,,,,,,,2,0,2
2017-03-08T00:00:58,35.999681,-106.0631988,,0.398,91.5,0.488,1,27.64480434,1150.78125,0,1,0,,,,,,,,,,,,,,,-0.35891,0.2153,,,2,0,2
2017-03-08T00:00:59,35.9995703,-106.0632357,0,0,91.5,0.732,1,26.8432355,1125.78125,0,1,1.5,1291,,,,,,,,,,,,,,-0.3948,0.07174,,,2,0,2
2017-03-08T00:01:00,35.9994618,-106.0632726,0,0,91.5,1.464,1,26.1100175,1092.96875,0,1,4.5,1291,,,,,,,,,,,,,,,,,,2,0,2
2017-03-08T00:01:01,35.9993555,-106.0633073,0,0,92,1.708,1,24.99154935,978.90625,0.44,1,6,,,69,69,220,,,,,,,,,,-0.89726,-0.07182,,,2,0,2
2017-03-08T00:01:02,35.9992513,-106.063342,0,0,92,1.952,1,22.86024616,1138.28125,0.52,1,7.5,1291,,,,,,,,,,,,,,-1.1126,-0.17949,,,2,0,2
2017-03-08T00:01:03,35.9991515,-106.0633789,0,0,92,1.952,1,20.4803945,1016.40625,0.54,1,7.5,1291,0,,,,,,,,,,,,,,,,,2,0,2
2017-03-08T00:01:04,35.9990625,-106.0634136,0,0.016,92,1.708,1,18.34909131,917.96875,0.56,1,7.5,,,,,,,,,,,,,,,-1.04082,-0.03593,,,2,0,2
2017-03-08T00:01:05,35.99898,-106.0634462,0,0.2875,92,2.196,1,16.53468743,1061.71875,0.32,1,9,1291,,,,,,,,,,,,,,-0.61014,-0.00004,,,2,0,2
2017-03-08T00:01:06,35.9989084,-106.0634766,0,0.2705,92,2.196,1,15.86982025,1054.6875,0,1,10.5,1291,,,,,0,0,,,,,,,,,,,,2,0,2
2017-03-08T00:01:07,35.9988455,-106.0635069,0,0.2545,91.5,1.952,1,15.55292094,1027.34375,0,1,10.5,,,69,69,,,,,,,,,,,-0.17946,-0.10771,,,,,
2017-03-08T00:01:08,35.9987826,-106.0635373,0,0.2515,91.5,1.952,1,15.1676708,1018.75,0.12,1,9,1291,,,,,,,1,0,,,,,,,,,,2,0,2
2017-03-08T00:01:09,35.998724,-106.0635699,0,0.2545,91.5,1.708,1,13.94356955,992.96875,0.58,1,9,,,,,,,,,,,,,,,-0.86137,-0.00004,,,,,
2017-03-08T00:01:10,35.9986654,-106.0636003,0,0.2405,91.5,1.464,1,12.02353257,938.28125,0.72,1,7.5,1291,,,,,,,,,,,,,,-1.04082,0.07174,,,2,0,2
2017-03-08T00:01:11,35.9986133,-106.0636328,0,0.2215,91.5,1.464,1,9.612612344,802.34375,0.84,1,7.5,1291,,,,,,,,,,,,,,,,,,2,0,2
2017-03-08T00:01:12,35.9985699,-106.0636589,0,0.2205,91.5,1.22,1,7.058776744,682.03125,0.9,1,7.5,,,,,,,,,,,,,,,-1.29205,0.03585,,,2,0,2
2017-03-08T00:01:13,35.998533,-106.0636827,0,0.187,91.5,0.976,1,4.337170922,615.625,0.92,1,9,1291,0,69,69,,,,,,,,,,,-1.4715,0.14352,,,2,0,2
2017-03-08T00:01:14,35.9985069,-106.0636979,0,0.2345,91.5,0.976,1,1.851686153,695.3125,0.64,1,9,1291,,,,,,,,,,,,,,,,,,2,0,2
2017-03-08T00:01:15,35.9984896,-106.0637088,0,0.1955,91.5,0.976,1,0,650,0.66,1,9,,,,,,,,,,,,,,,-0.68192,0.17941,,,2,0,2
2017-03-08T00:01:16,35.9984831,-106.0637153,,0.199,91.5,0.732,1,0,657.03125,2.26,1,9,1291,,,,,,,,,,,,,,-0.0359,0.14352,,,2,0,2
2017-03-08T00:01:17,35.9984809,-106.0637153,0,0.198,,0.976,1,0,652.34375,1.94,1,9,1291,,,,,0,0,,,,,,,,,,,,2,0,2
2017-03-08T00:01:18,35.9984809,-106.0637153,0,0.1995,91.5,0.732,1,0,653.125,1.9,1,9,,,69,69,,,,1,0,,,,,,-0.0359,0.17941,,,2,0,2
2017-03-08T00:01:19,35.9984787,-106.0637153,0,0.1975,91.5,0.732,1,0,646.09375,1.68,1,9,1291,,,,,,,,,,,,,,,,,,,,
2017-03-08T00:01:20,35.9984787,-106.0637153,0,0.197,,0.732,1,0,632.8125,0,1,9,,,,,,,,,,,,,,,0.35889,0.17941,,,2,0,2
2017-03-08T00:01:21,35.9984766,-106.0637174,0,0.2455,92,0.976,1,1.714984491,947.65625,0,1,9,1291,,,,220,,,,,,,,,,,,,,2,0,2
2017-03-08T00:01:22,35.9984766,-106.0637174,0,0.4535,92,0.976,1,3.703372306,1211.71875,0,1,9,,,,,,,,,,,,,,,1.18436,0.17941,,,,,
2017-03-08T00:01:23,35.9984701,-106.0637218,0,0.796,92,1.22,1,6.88479281,1575.78125,0,1,7.5,1291,0,,,,,,,,,,,,,,,,,2,0,2
2017-03-08T00:01:24,35.9984549,-106.0637305,0,1.369,92,1.22,1,10.83671359,2167.1875,0,1,4.5,,,69,69,,,,,,,,,,,1.68682,0.10763,,,2,0,2
2017-03-08T00:01:25,35.998431,-106.0637478,0,1.5855,92.5,1.22,1,14.47173507,1760.9375,0,1,3,1291,,,,,,,,,,,,,,,,,,2,0,2
2017-03-08T00:01:26,35.9983919,-106.0637739,0,1.8225,92.5,0.976,1,18.69705917,2029.6875,0,1,1.5,,,,,,,,,,,,,,,1.83038,0.14352,,,2,0,2
2017-03-08T00:01:27,35.9983398,-106.0638086,0,2.2215,92,0.976,1,22.58062913,2439.0625,0,1,1.5,1291,,,,,0,0,,,,,,,,,,,,,,
2017-03-08T00:01:28,35.9982747,-106.0638563,0,2.503,92,0.488,1,26.5263362,2886.71875,0,1,0,,,,,,,,1,0,,,,,,1.22025,0.2153,,,2,0,2
2017-03-08T00:01:29,35.9981944,-106.0639128,0,0.8225,92,0.244,1,28.17296986,2046.875,0,1,0,1291,,,,219,,,,,,,,,,0.21533,0.32297,,,2,0,2
2017-03-08T00:01:30,35.9981011,-106.06398,0,0.924,92,0.732,1,29.25415573,2032.03125,0,1,1.5,1291,,69,69,,,,,,,,,,,,,,,2,0,2
2017-03-08T00:01:31,35.9980013,-106.0640495,,1.4555,92,0.732,1,31.38545892,1675,0,1,1.5,,,,,,,,,,,,,,,0.75368,0.03585,,,2,0,1
2017-03-08T00:01:32,35.997895,-106.0641211,0,1.354,91.5,0.976,1,32.99481031,1404.6875,0,1,1.5,1291,,,,,,,,,,,,,,0.28711,-0.03593,,,2,0,1
2017-03-08T00:01:33,35.9977843,-106.0641992,0,0.534,91.5,0.732,1,33.69695976,1350.78125,0,1,1.5,1291,,,,,,,,,,,,,,,,,,2,0,1
2017-03-08T00:01:34,35.9976671,-106.0642817,0,0.3305,92,0.732,1,34.21891156,1162.5,0,1,1.5,,0,,,,,,,,,,,,,-0.14357,0.03585,,,2,0,1
2017-03-08T00:01:35,35.9975456,-106.0643663,0,0.333,92,1.22,1,34.67251253,1182.8125,0,1,3,1291,,,,,,,,,,,,,,-0.10768,0.03585,,,1,0,1
2017-03-08T00:01:36,35.9972982,-106.0645421,0,0.2855,92,2.196,1,35.05776267,1186.71875,0,1,7.5,1291,,69,69,,,,,,,,,,,,,,,1,0,1
2017-03-08T00:01:37,35.9971745,-106.0646332,0,0,92,2.44,1,34.95212956,1179.6875,0,1,7.5,1291,,,,,0,0,,,,,,,,-0.28713,-0.28716,,,1,0,1
2017-03-08T00:01:38,35.9970551,-106.0647309,0,0,92,2.44,1,34.8154279,1171.09375,0,1,7.5,1291,,,,,,,1,0,,,,,,,,,,1,0,1
2017-03-08T00:01:39,35.9969336,-106.0648307,0,0,,2.44,1,34.21891156,1145.3125,0.42,1,7.5,,,,,219,,,,,,,,,,-0.64603,-0.43072,,,1,0,1
2017-03-08T00:01:40,35.9968186,-106.0649349,0,0,92,2.44,1,32.19324147,1069.53125,0.72,1,7.5,1291,,,,,,,,,,,,,,-1.18438,-0.39483,,,1,0,1
2017-03-08T00:01:41,35.9967122,-106.0650347,0,0,91.5,2.44,1,29.85067208,976.5625,0.78,1,7.5,1291,,69,69,,,,,,,,,,,-1.36383,-0.28716,,,1,0,1
2017-03-08T00:01:42,35.9966146,-106.0651302,0,0,91.5,2.44,1,27.82500199,1137.5,0,1,7.5,1291,,,,,,,,,,,,,,,,,,1,0,1
2017-03-08T00:01:43,35.9965278,-106.0652257,0,0,91,2.196,1,27.22848564,1150.78125,0,1,7.5,,,,,,,,,,,,,,,-0.14357,-0.28716,,,2,0,2
2017-03-08T00:01:44,35.9964453,-106.0653168,0,0.4705,91,2.196,1,27.29683647,1143.75,0,1,7.5,1291,,,,,,,,,,,,,,0.21533,-0.21538,,,2,0,2
2017-03-08T00:01:45,35.9963628,-106.0654123,0,0.8025,90.5,1.952,1,27.99898592,1200,0,1,6,1292,0,,,,,,,,,,,,,,,,,2,0,2
2017-03-08T00:01:46,35.9962804,-106.0655122,0,0.9805,90.5,1.952,1,29.01182097,1560.15625,0,1,6,1292,,,,,,,,,,,,,,0.39478,-0.10771,,,2,0,2
2017-03-08T00:01:47,35.9961979,-106.0656163,0,1.4375,90,1.952,1,30.72059174,1579.6875,0,1,6,1292,,69,69,,,,,,,,,,,,,,,,,
2017-03-08T00:01:48,35.9961111,-106.0657292,0,1.374,90,2.196,1,32.32994313,1642.1875,0,1,7.5,1292,,,,,0,0,1,0,,,,,,0.78957,-0.25127,,,1,0,1
2017-03-08T00:01:49,35.9960221,-106.0658507,0,0.829,90,2.44,1,33.31170962,1485.9375,0,1,7.5,,,,,,,,,,,,,,,0.14355,-0.28716,,,1,0,1
2017-03-08T00:01:50,35.9959353,-106.0659809,0,0.778,89.5,2.44,1,33.69695976,1247.65625,0,1,7.5,1292,,,,,,,,,,,,,,,,,,1,0,1
2017-03-08T00:01:51,35.9958485,-106.0661133,0,0.698,89.5,1.952,1,34.07599618,1153.125,0,1,7.5,,,,,219,,,,,,,,,,0.03588,-0.28716,,,1,0,1
2017-03-08T00:01:52,35.9957661,-106.0662522,0,0.39,89.5,1.708,1,34.00764535,1153.125,0,1,4.5,1292,,69,69,,,,,,,,,,,,,,,1,0,1
2017-03-08T00:01:53,35.9956836,-106.0663911,0,0.208,,1.22,1,33.55404438,1135.15625,0,1,3,,,,,,,,,,,,,,,-0.35891,-0.03593,,,1,0,1
2017-03-08T00:01:54,35.9956033,-106.0665299,0,0,89.5,1.22,1,32.85810865,1109.375,0,1,3,1292,,,,,,,,,,,,,,-0.28713,0.07174,,,,,
2017-03-08T00:01:55,35.9955252,-106.0666667,0,0,90,0.732,1,32.29887457,1078.125,0,1,1.5,,0,,,,,,,,,,,,,,,,,2,0,1
2017-03-08T00:01:56,35.9954492,-106.0668012,0,0.316,90,0.488,1,32.01925754,1092.96875,0,1,0,1292,,,,,,,,,,,,,,-0.10768,0.2153,,,2,0,2
2017-03-08T00:01:57,35.9953754,-106.0669336,0,0.304,90,-0.244,1,31.80799133,1074.21875,0,1,-1.5,,,,,,,,,,,,,,,-0.32302,0.39475,,,2,0,2
2017-03-08T00:01:58,35.9952973,-106.067066,0,0,90,-0.732,1,31.24875726,1046.875,0,1,-6,1292,,69,69,,0,0,,,,,,,,,,,,2,0,1
2017-03-08T00:01:59,35.9952214,-106.0671918,,0,90,-1.952,1,30.47825698,1249.21875,0,1,-9,,,,,,,,1,0,,,,,,-0.57425,0.82543,,,1,0,1
2017-03-08T00:02:00,35.9951411,-106.0673112,0,0,90,-2.928,1,29.8133898,1233.59375,0,1,-13.5,1292,,,,,,,,,,,,,,-0.43069,0.9331,,,1,0,1
2017-03-08T00:02:01,35.9950564,-106.0674219,0,0.369,90,-4.148,1,29.46542194,1233.59375,0,1,-16.5,1292,,,,219,,,,,,,,,,,,,,1,0,1
2017-03-08T00:02:02,35.9949674,-106.0675239,0,0.756,90,-4.148,1,30.09300684,1260.15625,0,1,-16.5,,,,,,,,,,,,,,,0.17944,1.43556,,,1,0,1
2017-03-08T00:02:03,35.9948698,-106.067615,0,0.8155,90,-4.148,1,30.86350712,1298.4375,0,1,-16.5,1292,,,,,,,,,,,,,,0.21533,1.22022,,,1,0,1
2017-03-08T00:02:04,35.9947656,-106.0676975,0,0.7845,89.5,-3.66,1,31.55944285,1322.65625,0,1,-15,1292,,69,69,,,,,,,,,,,,,,,1,0,1
2017-03-08T00:02:05,35.9946528,-106.0677713,0,0.539,89.5,-4.392,1,31.83905989,1217.1875,0,1,-18,,0,,,,,,,,,,,,,-0.07179,1.32789,,,1,0,1
2017-03-08T00:02:06,35.9945313,-106.0678342,0,0.435,89.5,-3.172,1,31.94469299,1087.5,0,1,-13.5,1292,,,,,,,,,,,,,,-0.0359,1.00488,,,1,0,1
2017-03-08T00:02:07,35.9944076,-106.0678841,0,0.459,89,-3.172,1,32.1559592,1092.96875,0,1,-13.5,1292,,,,,,,,,,,,,,,,,,1,0,1
2017-03-08T00:02:08,35.9942773,-106.0679275,0,0.697,89,-3.172,1,32.57849161,1167.96875,0,1,-12,,,,,,,,,,,,,,,0.10766,1.11255,,,1,0,1
2017-03-08T00:02:09,35.9941471,-106.0679557,0,0.7685,,-0.244,1,32.95752804,1156.25,0,1,-1.5,1292,,,,,0,0,1,0,,,,,,0.323,0.10763,,,,,
2017-03-08T00:02:10,35.9940126,-106.0679818,0,0.519,89,0.244,1,33.27442734,1119.53125,0,1,0,,,69,69,,,,,,,,,,,-0.21535,0.03585,,,1,0,1
2017-03-08T00:02:11,35.993878,-106.0680056,0,0.22,89,0,1,32.88917721,1119.53125,0,1,-1.5,1292,,,,219,,,,,,,,,,-0.17946,0.25119,,,,,
2017-03-08T00:02:12,35.9937435,-106.0680252,0,0.471,89,0.488,1,32.677911,1105.46875,0,1,0,1292,,,,,,,,,,,,,,,,,,1,0,1
2017-03-08T00:02:13,35.9936111,-106.0680447,0,0.4655,89,1.464,1,32.677911,1104.6875,0,1,4.5,,,,,,,,,,,,,,,-0.17946,-0.1436,,,1,0,1
2017-03-08T00:02:14,35.9934766,-106.0680664,0,0.7935,89,1.708,1,33.03209258,1184.375,0,1,3,1292,,,,,,,,,,,,,,0.28711,-0.10771,,,1,0,1
2017-03-08T00:02:15,35.9933442,-106.0680881,0,1.0115,89.5,0.488,1,33.69695976,1589.0625,0,1,0,,0,69,69,,,,,,,,,,,,,,,1,0,1
2017-03-08T00:02:16,35.9932075,-106.0681098,0,1.3365,89.5,0.488,1,34.91484729,1495.3125,0,1,0,1292,,,,,,,,,,,,,,0.71779,0.2153,,,1,0,1
2017-03-08T00:02:17,35.9930664,-106.0681315,0,0.8785,89.5,0.976,1,35.44301281,1484.375,0,1,1.5,,,,,,,,,,,,,,,-0.00001,0.07174,,,,,
2017-03-08T00:02:18,35.9929232,-106.0681554,0,0.278,89.5,0.976,1,35.05776267,1146.09375,0,1,1.5,1292,,,,,,,,,,,,,,,,,,1,0,1
2017-03-08T00:02:19,35.9927799,-106.0681771,,0,89.5,0.976,1,34.28726239,1163.28125,0,1,1.5,1292,,,,,0,0,,,,,,,,-0.43069,0.32297,,,1,0,1
2017-03-08T00:02:20,35.9926411,-106.068201,0,0,89.5,0.732,1,33.51676211,1130.46875,0,1,0,,,,,,,,1,0,,,,,,-0.28713,0.10763,,,1,0,1
2017-03-08T00:02:21,35.9925043,-106.0682227,0,0.3685,90,-2.44,1,33.13772568,1132.8125,0,1,-10.5,1292,,69,69,,,,,,,,,,,,,,,1,0,1
2017-03-08T00:02:22,35.9923676,-106.06824,0,0.774,90,-4.392,1,33.27442734,1160.15625,0,1,-16.5,,,,,,,,,,,,,,,0.10766,1.54322,,,2,0,2
2017-03-08T00:02:23,35.9922331,-106.0682422,0,0.708,90,-4.88,1,33.59132665,1146.875,0,1,-18,1292,,,,,,,,,,,,,,-0.00001,1.57911,,,2,0,2
2017-03-08T00:02:24,35.9920964,-106.0682292,,0.4695,90,-4.148,1,33.38006045,1132.8125,0,1,-16.5,1292,,,,,,,,,,,,,,,,,,1,0,1
2017-03-08T00:02:25,35.9919618,-106.0682031,0,0.1965,90,-3.416,1,32.7835441,1129.6875,0,1,-15,,,,,,,,,,,,,,,-0.10768,1.32788,,,1,0,1
2017-03-08T00:02:26,35.9918294,-106.0681619,0,0.356,90,-2.928,1,32.57849161,1107.8125,0,1,-12,1292,0,,,,,,,,,,,,,,,,,1,0,1
